OpenTime,ETH-USD_Open,ETH-USD_High,ETH-USD_Low,ETH-USD_Close,ETH-USD_Volume,CloseTime,ETH-QuoteAssetVolume,ETH-NumberOfTrades,ETH-TBBAV,ETH-TBQAV,ETH-Ignore,BTC-USD_Open,BTC-USD_High,BTC-USD_Low,BTC-USD_Close,BTC-USD_Volume,BTC-QuoteAssetVolume,BTC-NumberOfTrades,BTC-TBBAV,BTC-TBQAV,BTC-Ignore
2021-12-19 22:30:00,3898.23,3907.76,3891.4,3898.65,1435.515,2021-12-19 22:44:59.999,5599505.684431,3050.0,744.0424,2902026.830131,0.0,46562.09,46631.12,46500.0,46573.78,61.36271,2857078.1464235,2986.0,29.33653,1366017.0897744,0.0
2021-12-19 22:45:00,3898.66,3917.9,3898.66,3906.99,1621.6566,2021-12-19 22:59:59.999,6337593.102198,3180.0,1205.2136,4708949.397314,0.0,46575.77,46741.88,46575.77,46699.8,58.42008,2727513.0558174,2992.0,33.29099,1554030.78466,0.0
2021-12-19 23:00:00,3907.01,3921.94,3902.65,3920.22,729.9554,2021-12-19 23:14:59.999,2857089.952911,2752.0,384.9783,1506930.301175,0.0,46699.8,46866.21,46675.0,46849.92,111.53783,5219623.8113141,3963.0,69.43138,3248859.6955382,0.0
2021-12-19 23:15:00,3920.22,3926.27,3909.27,3913.62,467.9058,2021-12-19 23:29:59.999,1833849.476048,2431.0,258.4735,1013092.13061,0.0,46849.93,46933.49,46770.01,46842.51,61.78102,2895028.3118622,3151.0,31.45233,1473995.9568024,0.0
2021-12-19 23:30:00,3913.63,3920.44,3907.42,3915.15,362.1939,2021-12-19 23:44:59.999,1417797.72363,1942.0,179.9494,704402.921927,0.0,46846.59,46955.97,46809.67,46898.87,29.31799,1374766.5182798,2204.0,13.74669,644598.4612899,0.0
2021-12-19 23:45:00,3915.19,3929.0,3909.28,3927.47,634.0606,2021-12-19 23:59:59.999,2487085.653217,2717.0,327.5693,1284858.757443,0.0,46898.88,47047.3,46838.33,46984.85,63.37408,2977049.055136,3233.0,30.90013,1451578.806977,0.0
2021-12-20 00:00:00,3927.17,3935.13,3918.42,3923.71,906.1661,2021-12-20 00:14:59.999,3559577.746812,3024.0,504.4502,1981590.967667,0.0,46984.85,47068.94,46934.81,46969.56,69.10742,3248187.8039767,3087.0,28.72624,1350352.6190664,0.0
2021-12-20 00:15:00,3923.7,3926.56,3905.45,3909.73,519.9543,2021-12-20 00:29:59.999,2036408.769678,2136.0,236.2482,925302.589483,0.0,46969.6,47000.69,46750.0,46802.16,45.20778,2118754.224145,2566.0,19.5555,916331.3014605,0.0
2021-12-20 00:30:00,3910.25,3913.76,3863.0,3875.16,2177.1574,2021-12-20 00:44:59.999,8456276.595086,6645.0,706.2289,2744737.097299,0.0,46802.04,46838.31,46530.61,46598.56,117.52169,5486339.6275879,4395.0,43.15981,2014868.3531666,0.0
2021-12-20 00:45:00,3874.88,3880.44,3838.8,3848.57,3236.3256,2021-12-20 00:59:59.999,12486638.318275,8286.0,1299.0872,5010663.850679,0.0,46593.58,46657.48,46400.0,46451.24,152.17111,7078626.8731661,6036.0,73.36873,3412436.3419914,0.0
2021-12-20 01:00:00,3848.68,3860.51,3830.0,3857.23,2898.341,2021-12-20 01:14:59.999,11136644.430138,6068.0,949.4642,3649568.664198,0.0,46451.29,46666.45,46300.0,46615.29,126.8394,5895755.2654187,5730.0,68.48238,3183548.2912523,0.0
2021-12-20 01:15:00,3857.2,3862.49,3836.3,3836.3,1236.7255,2021-12-20 01:29:59.999,4764969.658078,3587.0,606.9133,2338787.955135,0.0,46613.12,46652.75,46412.79,46412.79,62.45902,2906566.0945474,3016.0,26.46889,1231835.5412576,0.0
2021-12-20 01:30:00,3836.22,3853.48,3832.7,3851.65,1065.9102,2021-12-20 01:44:59.999,4095427.632326,4148.0,537.5788,2065471.455872,0.0,46411.73,46489.79,46283.44,46475.78,104.60065,4850065.9584389,4713.0,50.63523,2348175.6244333,0.0
2021-12-20 01:45:00,3852.36,3861.02,3847.31,3854.01,596.2209,2021-12-20 01:59:59.999,2298979.347477,2486.0,303.875,1171627.059739,0.0,46475.78,46609.1,46429.48,46571.19,54.91959,2556592.969697,3252.0,31.99973,1489526.4111743,0.0
2021-12-20 02:00:00,3854.01,3854.01,3814.0,3828.79,2452.589,2021-12-20 02:14:59.999,9389006.101988,7374.0,978.9223,3746752.518565,0.0,46570.01,46570.01,46225.6,46356.14,105.04609,4870568.5734478,5091.0,49.31417,2286807.5575481,0.0
2021-12-20 02:15:00,3828.87,3829.41,3809.0,3824.65,2166.7934,2021-12-20 02:29:59.999,8275872.499843,5548.0,1065.0601,4067932.405903,0.0,46356.82,46411.69,46111.0,46371.55,118.25989,5469579.4446338,5520.0,53.73034,2485885.0057737,0.0
2021-12-20 02:30:00,3825.33,3834.85,3819.54,3834.27,939.3464,2021-12-20 02:44:59.999,3595480.069681,4220.0,430.9936,1649820.616552,0.0,46372.12,46468.75,46326.94,46466.0,133.90596,6214760.4047941,4731.0,104.34567,4842924.1836682,0.0
2021-12-20 02:45:00,3834.26,3839.91,3825.78,3825.8,1482.4368,2021-12-20 02:59:59.999,5681792.437865,4448.0,541.3103,2074499.667787,0.0,46466.0,46560.0,46388.57,46448.28,90.71666,4215957.6160247,4947.0,57.16319,2656515.0884255,0.0
2021-12-20 03:00:00,3826.0,3832.84,3810.7,3828.16,1348.8043,2021-12-20 03:14:59.999,5157798.61354,4146.0,740.8809,2832952.659312,0.0,46443.18,46519.24,46325.17,46496.73,68.5456,3181768.530535,3739.0,40.51873,1880440.063837,0.0
2021-12-20 03:15:00,3828.32,3835.69,3823.59,3829.7,932.5718,2021-12-20 03:29:59.999,3571760.277912,2976.0,409.2913,1567700.990666,0.0,46496.72,46567.87,46462.44,46517.58,84.41216,3926238.8105354,3453.0,41.03719,1908609.9238759,0.0
2021-12-20 03:30:00,3829.46,3831.21,3801.99,3812.32,1704.212,2021-12-20 03:44:59.999,6495415.065817,4657.0,767.8518,2926150.144192,0.0,46517.58,46534.03,46213.97,46334.29,108.72635,5038066.6709865,4248.0,65.77549,3047642.4702717,0.0
2021-12-20 03:45:00,3812.41,3817.09,3794.39,3816.0,1455.8525,2021-12-20 03:59:59.999,5542286.359302,4986.0,548.6919,2089427.967224,0.0,46334.29,46336.71,46156.82,46298.27,103.22869,4773556.5348315,4278.0,49.42302,2285868.6754021,0.0
2021-12-20 04:00:00,3815.99,3819.0,3775.06,3785.0,2774.4956,2021-12-20 04:14:59.999,10511508.674663,7720.0,860.4135,3261368.143477,0.0,46297.98,46324.3,45914.03,45993.24,255.47499,11767473.2261369,8807.0,121.97957,5619475.3068182,0.0
2021-12-20 04:15:00,3784.24,3797.55,3772.16,3786.38,2878.5556,2021-12-20 04:29:59.999,10893339.637952,6290.0,1358.4536,5139050.003308,0.0,45993.23,46132.48,45873.61,46054.44,202.04185,9290645.5438431,6698.0,127.14422,5846555.1510673,0.0
2021-12-20 04:30:00,3786.39,3790.61,3769.04,3774.05,1780.9543,2021-12-20 04:44:59.999,6727422.725382,4684.0,937.3142,3540883.812539,0.0,46054.44,46090.31,45911.48,45962.36,98.65273,4537072.7744131,4342.0,53.72932,2470865.647246,0.0
2021-12-20 04:45:00,3774.09,3782.81,3761.11,3769.4,2078.8606,2021-12-20 04:59:59.999,7844098.851174,5439.0,1024.9686,3868492.914718,0.0,45958.91,46044.8,45834.69,45857.37,130.74226,6005412.6531944,5452.0,61.68811,2833897.3589097,0.0
2021-12-20 05:00:00,3769.55,3815.0,3767.72,3808.79,2261.2334,2021-12-20 05:14:59.999,8577037.744142,6651.0,1454.8642,5518952.960905,0.0,45857.37,46153.66,45786.0,46077.75,128.86519,5923379.7503059,5759.0,64.31873,2956808.3516328,0.0
2021-12-20 05:15:00,3809.83,3822.44,3800.53,3801.61,1595.5021,2021-12-20 05:29:59.999,6080397.894211,4874.0,899.6938,3428272.622964,0.0,46080.17,46139.04,45928.57,45943.22,65.87477,3032568.9825902,3727.0,30.39211,1399113.6595277,0.0
2021-12-20 05:30:00,3801.61,3809.74,3798.74,3806.53,1209.086,2021-12-20 05:44:59.999,4598507.412134,3026.0,698.861,2658216.268096,0.0,45943.22,45998.46,45891.03,45946.47,61.24667,2813410.8489375,3239.0,28.82599,1324190.9777984,0.0
2021-12-20 05:45:00,3806.52,3815.32,3796.65,3799.08,1375.9219,2021-12-20 05:59:59.999,5234298.52444,3566.0,582.6833,2217583.811678,0.0,45953.06,46030.4,45847.48,45894.94,89.94622,4131048.5332686,3634.0,55.20432,2535795.681054,0.0
2021-12-20 06:00:00,3799.46,3811.65,3788.77,3808.86,1633.1332,2021-12-20 06:14:59.999,6204024.177785,3930.0,866.3527,3289109.663775,0.0,45894.94,46103.32,45836.83,46048.69,113.03135,5195509.8791109,4155.0,72.16382,3316698.0740854,0.0
2021-12-20 06:15:00,3807.85,3820.0,3802.73,3819.35,753.6801,2021-12-20 06:29:59.999,2871968.239467,2828.0,441.0479,1680683.998412,0.0,46048.69,46136.9,46000.0,46131.88,47.86748,2205365.7601343,3014.0,27.58214,1270863.620738,0.0
2021-12-20 06:30:00,3819.26,3819.53,3801.55,3805.76,864.9882,2021-12-20 06:44:59.999,3296250.76695,2630.0,462.1806,1760849.392997,0.0,46131.89,46145.76,46001.46,46039.63,67.5593,3112691.4645072,3068.0,28.97751,1335021.7665204,0.0
2021-12-20 06:45:00,3804.96,3815.77,3802.23,3814.45,742.7606,2021-12-20 06:59:59.999,2829218.865196,2401.0,473.8289,1804820.434546,0.0,46033.81,46155.61,46011.81,46103.63,74.5689,3436970.4739598,2822.0,43.76905,2017544.0139776,0.0
2021-12-20 07:00:00,3814.43,3815.27,3792.93,3799.0,762.6793,2021-12-20 07:14:59.999,2899007.905881,2859.0,348.1265,1322944.364273,0.0,46103.62,46103.64,45920.0,45993.1,68.53875,3152296.4069552,3150.0,31.24547,1436918.3630797,0.0
2021-12-20 07:15:00,3799.0,3799.01,3770.0,3783.32,2429.0318,2021-12-20 07:29:59.999,9188072.776494,4865.0,794.5,3005856.700794,0.0,45993.11,45993.11,45710.39,45870.85,118.61523,5438522.3796497,4572.0,46.43672,2128741.8951682,0.0
2021-12-20 07:30:00,3783.51,3797.22,3774.73,3783.51,1136.2245,2021-12-20 07:44:59.999,4302162.024033,3642.0,570.6455,2160334.682491,0.0,45870.86,45939.98,45742.09,45782.77,88.92296,4076563.2104364,3753.0,41.38442,1897120.0146071,0.0
2021-12-20 07:45:00,3783.29,3788.2,3775.42,3783.0,876.8065,2021-12-20 07:59:59.999,3315670.892443,2820.0,397.9866,1504939.616227,0.0,45778.6,45816.5,45658.8,45736.92,106.41619,4866269.0251007,4280.0,49.22013,2251156.8370831,0.0
2021-12-20 08:00:00,3783.09,3804.03,3767.09,3803.76,1674.734,2021-12-20 08:14:59.999,6336304.943616,4868.0,848.3582,3212500.390635,0.0,45736.93,45940.0,45600.0,45933.03,168.6587,7712384.742695,5389.0,88.24769,4034420.0104138,0.0
2021-12-20 08:15:00,3804.08,3811.66,3787.6,3796.43,1142.7075,2021-12-20 08:29:59.999,4341960.716652,3627.0,573.2801,2178032.954899,0.0,45933.04,46005.0,45778.67,45907.95,126.46757,5806204.8045477,4466.0,71.09728,3264376.2276694,0.0
2021-12-20 08:30:00,3796.42,3800.0,3783.0,3793.44,1158.5282,2021-12-20 08:44:59.999,4393819.928721,3388.0,512.9019,1945278.347371,0.0,45905.64,45959.1,45805.12,45889.56,73.05995,3352323.3998634,3505.0,37.36405,1714485.47482,0.0
2021-12-20 08:45:00,3793.78,3798.99,3776.31,3777.55,1096.8273,2021-12-20 08:59:59.999,4156509.456966,3327.0,424.5171,1608709.192172,0.0,45893.22,45944.58,45710.49,45722.23,101.13705,4635006.0430286,3789.0,41.24842,1890229.0496847,0.0
2021-12-20 09:00:00,3777.56,3790.96,3766.43,3770.57,1193.3693,2021-12-20 09:14:59.999,4505367.850501,4269.0,591.4249,2232617.395953,0.0,45729.72,45834.54,45607.14,45648.58,106.80349,4880380.1970654,4712.0,46.21685,2111962.064749,0.0
2021-12-20 09:15:00,3769.8,3797.0,3755.0,3784.67,3284.9732,2021-12-20 09:29:59.999,12400227.612611,8235.0,1522.9622,5755055.86877,0.0,45648.57,45928.49,45576.19,45743.63,176.88715,8089822.9928109,6806.0,88.38698,4042304.9866364,0.0
2021-12-20 09:30:00,3784.13,3841.33,3774.01,3816.5,4832.6859,2021-12-20 09:44:59.999,18390929.960717,12150.0,2848.5213,10838738.125182,0.0,45743.62,45980.0,45591.97,45942.06,250.14169,11456429.5752226,8672.0,117.04855,5361814.7535686,0.0
